Gender,Nationality,Refugee Status,Disability status,Youth (18-35),Program Name,Sponsorship Type,Graduation Date,Cohort,Education Level,Placement Status,Graduation Year,Graduation Month
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Bachelor's Degree,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Diploma,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Bachelor's Degree,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Burundian,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Burundian,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,UCE,Employed,2026,6
Female,Burundian,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Rwandan,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Rwandan,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Burundian,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Burundian,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,UCE,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Burundian,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,UCE,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,UCE,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,UCE,Employed,2026,6
Female,Burundian,Yes,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Burundian,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Congolese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Rwandan,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,UCE,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Rwandan,Yes,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,UCE,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Bachelor's Degree,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Sudanese,Yes,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,No,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up May 2026,Unknown,Employed,2026,6
