Gender,Nationality,Refugee Status,Disability status,Youth (18-35),Program Name,Sponsorship Type,Graduation Date,Cohort,Education Level,Placement Status,Graduation Year,Graduation Month
Male,Ugandan,No,No,Yes,Blockchain Development,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Male,Rwandese,Yes,No,Yes,Blockchain Development,UNDP Scholarship,2025-12-05,July 2025,UACE,Open to work,2025,12
Male,Ugandan,No,No,Yes,Blockchain Development,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Blockchain Development,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Blockchain Development,10X Scholarship,2025-12-11,July 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Blockchain Development,UNDP Scholarship,2025-12-05,July 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Blockchain Development,UNDP Scholarship,2025-12-05,July 2025,UACE,Open to work,2025,12
Male,Ugandan,No,No,Yes,Cybersecurity,Self Sponsored,2025-12-11,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,10X Scholarship,2025-12-11,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,UCE,Employed,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Open to work,2025,12
Male,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,10X Scholarship,2025-12-11,July 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,UCE,Employed,2025,12
Male,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,10X Scholarship,2025-12-11,July 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Cybersecurity,Self Sponsored,2025-12-11,July 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,UACE,Employed,2025,12
Male,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,UACE,Open to work,2025,12
Male,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,Yes,Yes,Cybersecurity,Self Sponsored,2025-12-11,July 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,10X Scholarship,2025-12-11,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cybersecurity,UNDP Scholarship,2025-12-05,July 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Apprenticeship,10X Scholarship,2025-12-11,March 2025,Certificate,Employed,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Certificate,Employed,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Certificate,Employed,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Certificate,Open to work,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Certificate,Employed,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Certificate,Employed,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Bachelor's Degree,Open to work,2025,12
Male,Ugandan,No,No,Yes,Apprenticeship,Self Sponsored,2025-12-11,March 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE JAVASCRIPT,10X Scholarship,2025-12-11,September 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,Yes,CSE JAVASCRIPT,10X Scholarship,2025-12-11,September 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,Yes,CSE JAVASCRIPT,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,CSE JAVASCRIPT,10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE JAVASCRIPT,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE JAVASCRIPT,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,CSE JAVASCRIPT,10X Scholarship,2025-12-11,September 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE JAVASCRIPT,10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE PYTHON,10X Scholarship,2025-12-11,September 2025,UCE,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE PYTHON,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Congolese,Yes,No,yes,CSE PYTHON,Self Sponsored,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE PYTHON,10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE PYTHON,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,CSE PYTHON,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ethiopian,Yes,No,Yes,CSE PYTHON,10X Scholarship,2025-12-11,September 2025,UCE,Employed,2025,12
Female,Ugandan,No,Yes,Yes,CSE PYTHON,10X Scholarship,2025-12-11,September 2025,Master's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,UACE,Employed,2025,12
Male,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Certificate,Employed,2025,12
Male,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Diploma,Employed,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Diploma,Employed,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,No,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Certificate,Employed,2025,12
Male,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Diploma,Employed,2025,12
Male,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Certificate,Employed,2025,12
Male,Sudanese,Yes,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,Yes,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,PLE,Open to work,2025,12
Male,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,10X Scholarship,2025-12-11,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Cloud Computing,10X Scholarship,2025-12-11,July 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,Diploma,Open to work,2025,12
Female,Ugandan,No,No,yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,yes,Product Design (UX/UI),10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Diploma,Employed,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,Self Sponsored,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Cybersecurity,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,Yes,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,Yes,yes,Product Management,Self Sponsored,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,Yes,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,UCE,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,UCE,Open to work,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Diploma,Employed,2025,12
Female,Ugandan,No,No,Yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Rwandese,No,No,yes,Product Management,Self Sponsored,2025-12-11,September 2025,Diploma,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,Yes,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Master's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,yes,Product Management,10X Scholarship,2025-12-11,September 2025,Diploma,Employed,2025,12
Female,Congolese ,Yes,No,Yes,Product Management,10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Product Management,10X Scholarship,2025-12-11,September 2025,Diploma,Open to work,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Post Graduate Diploma,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Data Science & ML,Self Sponsored,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,UACE,Open to work,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Post Graduate Diploma,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Data Science & ML,Self Sponsored,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Certificate,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Sudanese,Yes,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Diploma,Open to work,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,Yes,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Male,Eritrean,Yes,no,yes,Data Science & ML,Self Sponsored,2025-12-11,September 2025,Certificate,Open to work,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Post Graduate Diploma,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,Self Sponsored,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,UACE,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,Self Sponsored,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,10X Scholarship,2025-12-11,September 2025,Bachelor's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,Cloud Computing,UNDP Scholarship,2025-12-05,July 2025,Master's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,AI/ML,UNDP Scholarship,2025-12-05,July 2025,Master's Degree,Employed,2025,12
Male,Ugandan,No,No,Yes,AI/ML,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Employed,2025,12
Female,Ugandan,No,No,Yes,Data Science & ML,UNDP Scholarship,2025-12-05,July 2025,Bachelor's Degree,Open to work,2025,12
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Bachelor's Degree,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Diploma,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Certificate,Open to work,2026,6
Female,Ugandan,No,yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UACE,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Bachelor's Degree,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Bachelor's Degree,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Unknown,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Bachelor's Degree,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Certificate,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UCE,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UCE,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UCE,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UCE,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Diploma,Employed,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UCE,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UCE,Open to work,2026,6
Female,Ugandan,No,Yes,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Diploma,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UCE,Open to work,2026,6
Female,Ugandan,No,No,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,Bachelor's Degree,Open to work,2026,6
Female,Ugandan,No,YES,Yes,Foundations of Software Development,10X Scholarship,2026-06-01,Mop Up Jan 2026,UCE,Open to work,2026,6
